Format Version,1.23,Take Name,Werikson_IC_Gesto_B,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2022-02-09 02.21.22.268 ,Total Frames in Take,1595,Total Exported Frames,1595,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Gesture:Head,Gesture:Head,Gesture:Head,Gesture:Left,Gesture:Left,Gesture:Left,Gesture:Right,Gesture:Right,Gesture:Right,Gesture:Teste1,Gesture:Teste1,Gesture:Teste1
,ID,"67186D7C94E311EC6E30FC7E4D48E899","67186D7C94E311EC6E30FC7E4D48E899","67186D7C94E311EC6E30FC7E4D48E899","67186D7E94E311EC6E30FC7E4D48E899","67186D7E94E311EC6E30FC7E4D48E899","67186D7E94E311EC6E30FC7E4D48E899","67186D8094E311EC6E30FC7E4D48E899","67186D8094E311EC6E30FC7E4D48E899","67186D8094E311EC6E30FC7E4D48E899","9B37ADC794E311EC6E30FC7E4D48E899","9B37ADC794E311EC6E30FC7E4D48E899","9B37ADC794E311EC6E30FC7E4D48E899"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
633,2.637500,0.110005,1.724149,-0.172665,0.416720,1.521581,0.062774,-0.198919,1.698754,-0.049447,,,
634,2.641667,0.109920,1.724289,-0.172638,0.412958,1.522482,0.062155,-0.193251,1.688530,-0.048987,,,
635,2.645833,0.109946,1.724315,-0.172709,0.409765,1.522845,0.063483,-0.192500,1.699846,-0.051382,,,
636,2.650000,0.109904,1.724235,-0.172706,0.406484,1.522960,0.062694,-0.186477,1.690004,-0.050118,,,
637,2.654167,0.109927,1.724041,-0.172660,0.378608,1.556892,0.081237,-0.185610,1.701534,-0.053161,,,
638,2.658333,0.110024,1.723873,-0.172619,0.375060,1.556795,0.080986,-0.180049,1.691527,-0.051837,,,
639,2.662500,0.110113,1.724113,-0.172725,0.371815,1.555077,0.080335,-0.178799,1.703253,-0.055019,,,
640,2.666667,0.110171,1.724682,-0.172950,0.368855,1.556852,0.080367,-0.173268,1.692455,-0.053029,,,
641,2.670833,0.110318,1.724833,-0.173064,0.365875,1.563742,0.081483,-0.171574,1.700185,-0.055748,,,
642,2.675000,0.110416,1.724701,-0.173118,0.364656,1.561276,0.080992,-0.167373,1.695912,-0.055390,,,
643,2.679167,0.110377,1.724706,-0.173222,0.365075,1.542594,0.077469,-0.163391,1.693488,-0.055627,,,
644,2.683333,0.110392,1.724770,-0.173302,0.366145,1.527171,0.075641,-0.159730,1.693271,-0.056528,,,
645,2.687500,0.110479,1.724881,-0.173349,0.365346,1.535902,0.079344,-0.156527,1.694668,-0.057800,,,
646,2.691667,0.110868,1.724811,-0.173311,0.363806,1.554465,0.085626,-0.153454,1.694906,-0.058550,,,
647,2.695833,0.110484,1.724562,-0.173567,0.363066,1.557078,0.088110,-0.149979,1.694680,-0.059347,,,
648,2.700000,0.110514,1.724609,-0.173639,0.358016,1.553646,0.083978,-0.145743,1.694343,-0.060529,,,
649,2.704167,0.110561,1.724641,-0.173704,0.348227,1.555205,0.075738,-0.143380,1.695053,-0.061345,,,
650,2.708333,0.110560,1.724859,-0.174141,0.338121,1.557010,0.066967,-0.143852,1.697151,-0.061388,,,
651,2.712500,0.110593,1.724962,-0.174454,0.334594,1.557094,0.065080,-0.144887,1.699066,-0.061158,,,
652,2.716667,0.110623,1.724903,-0.174548,0.331630,1.556612,0.063322,-0.142710,1.698885,-0.061614,,,
653,2.720833,0.110618,1.724798,-0.174547,0.328552,1.555306,0.061653,-0.139334,1.697172,-0.062655,,,
654,2.725000,0.110575,1.724798,-0.174546,0.325659,1.555054,0.060270,-0.137688,1.696114,-0.063733,,,
655,2.729167,0.110739,1.724874,-0.174682,0.322707,1.554967,0.058513,-0.133428,1.696563,-0.064105,,,
656,2.733333,0.111147,1.724920,-0.174956,0.319559,1.554700,0.056804,-0.125424,1.698626,-0.063441,,,
657,2.737500,0.111491,1.724966,-0.175187,0.316771,1.554210,0.056129,-0.115761,1.699590,-0.064034,,,
658,2.741667,0.111721,1.725010,-0.175343,0.313917,1.554018,0.054741,-0.117103,1.690705,-0.071933,,,
659,2.745833,0.111855,1.725053,-0.175437,0.310988,1.552913,0.053896,-0.128167,1.673977,-0.085503,,,
660,2.750000,0.111911,1.725095,-0.175480,0.308140,1.552693,0.052538,-0.124771,1.674477,-0.086322,,,
661,2.754167,0.111909,1.725135,-0.175487,0.307181,1.548254,0.062927,-0.108841,1.689487,-0.076168,,,
662,2.758333,0.111867,1.725173,-0.175468,0.306284,1.543645,0.073995,-0.104959,1.689081,-0.076832,,,
663,2.762500,0.111803,1.725209,-0.175438,0.303563,1.543087,0.073995,-0.115297,1.670994,-0.090170,,,
664,2.766667,0.111737,1.725243,-0.175409,0.300829,1.542585,0.074018,-0.112276,1.670229,-0.091622,,,
665,2.770833,0.111686,1.725275,-0.175393,0.297863,1.541603,0.073300,-0.109463,1.669964,-0.092828,,,
666,2.775000,0.111670,1.725304,-0.175403,0.295593,1.540918,0.073676,-0.106418,1.669199,-0.093587,,,
667,2.779167,0.111707,1.725332,-0.175452,0.293049,1.540119,0.073587,-0.093316,1.698864,-0.088778,,,
668,2.783333,0.111816,1.725356,-0.175553,0.290528,1.538815,0.073287,-0.091294,1.698303,-0.091013,,,
669,2.787500,0.112015,1.725378,-0.175718,0.287511,1.537617,0.073913,-0.089168,1.697902,-0.092617,,,
670,2.791667,0.112323,1.725398,-0.175961,0.285062,1.536840,0.074486,-0.086886,1.697737,-0.093272,,,
671,2.795833,0.112691,1.725415,-0.176246,0.283030,1.536087,0.074735,-0.084648,1.697556,-0.094488,,,
672,2.800000,0.112897,1.725640,-0.176300,0.280845,1.534940,0.074716,-0.084719,1.692136,-0.097682,,,
673,2.804167,0.113162,1.725880,-0.176361,0.278824,1.534117,0.075270,-0.087912,1.679189,-0.103523,,,
674,2.808333,0.113650,1.725928,-0.176659,0.277052,1.533483,0.075694,-0.091976,1.663135,-0.110053,,,
675,2.812500,0.113790,1.725945,-0.176748,0.275198,1.532441,0.075549,-0.094664,1.648393,-0.115313,,,
676,2.816667,0.113935,1.725975,-0.176817,0.273686,1.531551,0.076312,-0.093726,1.639386,-0.117343,,,
677,2.820833,0.114037,1.726024,-0.176959,0.273080,1.529970,0.076933,-0.086915,1.640534,-0.114184,,,
678,2.825000,0.114101,1.726086,-0.177172,0.273598,1.527494,0.077299,-0.071980,1.656257,-0.103877,,,
679,2.829167,0.114201,1.726125,-0.177337,0.274212,1.524854,0.077444,-0.052234,1.680741,-0.089343,,,
680,2.833333,0.114343,1.726139,-0.177439,0.274176,1.522669,0.077677,-0.048400,1.678632,-0.088665,,,
681,2.837500,0.114418,1.726089,-0.177500,0.272767,1.521237,0.077289,-0.045327,1.677065,-0.088788,,,
682,2.841667,0.114568,1.725999,-0.177532,0.270636,1.520101,0.076192,-0.043301,1.676117,-0.089881,,,
683,2.845833,0.114861,1.725936,-0.177574,0.268679,1.518726,0.074506,-0.040761,1.674754,-0.090449,,,
684,2.850000,0.115161,1.725987,-0.177672,0.267820,1.519190,0.070751,-0.038298,1.673223,-0.090950,,,
685,2.854167,0.115286,1.726144,-0.177829,0.267504,1.519784,0.068360,-0.036000,1.671590,-0.091407,,,
686,2.858333,0.115407,1.726124,-0.178129,0.266637,1.518668,0.069402,-0.033955,1.669922,-0.091844,,,
687,2.862500,0.115560,1.726123,-0.178208,0.265753,1.517567,0.070429,-0.032248,1.668285,-0.092284,,,
688,2.866667,0.115905,1.726076,-0.178498,0.264834,1.516498,0.071426,-0.030741,1.666686,-0.092733,,,
689,2.870833,0.116234,1.726021,-0.178785,0.263882,1.515460,0.072395,-0.028421,1.664826,-0.093317,,,
690,2.875000,0.116357,1.726004,-0.178858,0.262897,1.514452,0.073334,-0.025615,1.662711,-0.093843,,,
691,2.879167,0.116504,1.726015,-0.178951,0.261881,1.513474,0.074246,-0.022724,1.660799,-0.094430,,,
692,2.883333,0.116908,1.726070,-0.178894,0.260835,1.512526,0.075129,-0.020121,1.659115,-0.094990,,,
693,2.887500,0.117287,1.726198,-0.178872,0.259760,1.511607,0.075985,-0.018294,1.656963,-0.095374,,,
694,2.891667,0.117383,1.726355,-0.179036,0.258657,1.510718,0.076814,-0.015726,1.655316,-0.095864,,,
695,2.895833,0.117538,1.726284,-0.179075,0.257527,1.509856,0.077617,-0.014094,1.653420,-0.096296,,,
696,2.900000,0.117915,1.726248,-0.179161,0.256371,1.509022,0.078393,-0.011810,1.651045,-0.096705,,,
697,2.904167,0.118029,1.726258,-0.179228,0.255191,1.508217,0.079143,-0.010071,1.649382,-0.097066,,,
698,2.908333,0.118196,1.726267,-0.179321,0.253986,1.507438,0.079868,-0.016081,1.646525,-0.096466,,,
699,2.912500,0.118325,1.726269,-0.179398,0.252759,1.506686,0.080568,-0.021316,1.643632,-0.095984,,,
700,2.916667,0.118438,1.726257,-0.179471,0.251510,1.505960,0.081244,-0.025092,1.640675,-0.095719,,,
701,2.920833,0.118575,1.726240,-0.179555,0.250241,1.505260,0.081895,-0.027542,1.637665,-0.095646,,,
702,2.925000,0.119045,1.726225,-0.179884,0.248951,1.504586,0.082523,-0.028801,1.634613,-0.095739,,,
703,2.929167,0.119215,1.726194,-0.180137,0.247644,1.503937,0.083127,-0.029003,1.631529,-0.095974,,,
704,2.933333,0.119349,1.726182,-0.180195,0.246319,1.503312,0.083708,-0.028282,1.628425,-0.096325,,,
705,2.937500,0.119497,1.726162,-0.180273,0.244978,1.502712,0.084267,-0.026772,1.625312,-0.096767,,,
706,2.941667,0.119612,1.726143,-0.180337,0.243621,1.502136,0.084804,-0.024609,1.622200,-0.097274,,,
707,2.945833,0.119657,1.726194,-0.180286,0.242250,1.501582,0.085319,-0.021925,1.619100,-0.097821,,,
708,2.950000,0.119778,1.726175,-0.180365,0.240866,1.501052,0.085812,-0.018856,1.616023,-0.098382,,,
709,2.954167,0.119914,1.726275,-0.180705,0.239470,1.500545,0.086285,-0.015536,1.612981,-0.098933,,,
710,2.958333,0.120269,1.726249,-0.180756,0.238063,1.500059,0.086738,-0.012099,1.609984,-0.099448,,,
711,2.962500,0.120384,1.726230,-0.180804,0.236646,1.499596,0.087170,-0.008679,1.607043,-0.099901,,,
712,2.966667,0.120484,1.726213,-0.180828,0.235220,1.499153,0.087583,-0.005410,1.604169,-0.100267,,,
713,2.970833,0.120617,1.726356,-0.180818,0.233786,1.498732,0.087976,-0.002427,1.601373,-0.100521,,,
714,2.975000,0.120828,1.726417,-0.180862,0.232345,1.498331,0.088351,0.000136,1.598665,-0.100637,,,
715,2.979167,0.121085,1.726235,-0.180995,0.230899,1.497950,0.088707,0.002144,1.596058,-0.100590,,,
716,2.983333,0.121292,1.726105,-0.181089,0.229447,1.497589,0.089046,0.003831,1.593504,-0.100454,,,
717,2.987500,0.121418,1.726059,-0.181118,0.227993,1.497247,0.089367,0.005029,1.590835,-0.100554,,,
718,2.991667,0.121487,1.726067,-0.181105,0.226535,1.496923,0.089670,0.006688,1.588207,-0.100393,,,
719,2.995833,0.121525,1.726100,-0.181072,0.225076,1.496618,0.089957,0.007862,1.585460,-0.100479,,,
720,3.000000,0.121556,1.726128,-0.181041,0.223617,1.496331,0.090228,0.009473,1.582654,-0.100656,,,
721,3.004167,0.121606,1.726122,-0.181035,0.222158,1.496062,0.090482,0.030289,1.591049,-0.103398,,,
722,3.008333,0.121674,1.726088,-0.181048,0.220701,1.495810,0.090722,0.012227,1.577120,-0.100588,,,
723,3.012500,0.121736,1.726058,-0.181044,0.219247,1.495574,0.090946,0.013438,1.574273,-0.100562,,,
724,3.016667,0.121790,1.726033,-0.181010,0.217797,1.495355,0.091155,0.014951,1.571406,-0.100448,,,
725,3.020833,0.121836,1.726014,-0.180954,0.216351,1.495152,0.091350,0.016123,1.568462,-0.100383,,,
726,3.025000,0.121879,1.725997,-0.180884,0.214911,1.494964,0.091531,0.017589,1.565388,-0.100542,,,
727,3.029167,0.121921,1.725983,-0.180805,0.213479,1.494791,0.091699,0.018763,1.562375,-0.100429,,,
728,3.033333,0.121964,1.725969,-0.180727,0.212054,1.494632,0.091854,0.019984,1.559237,-0.100554,,,
729,3.037500,0.122011,1.725956,-0.180657,0.210638,1.494488,0.091996,0.021349,1.556266,-0.100116,,,
730,3.041667,0.122066,1.725941,-0.180601,0.209233,1.494358,0.092126,0.031091,1.569754,-0.100951,,,
731,3.045833,0.122125,1.725925,-0.180556,0.207839,1.494241,0.092244,0.031648,1.566814,-0.099777,,,
732,3.050000,0.122161,1.725898,-0.180561,0.206457,1.494137,0.092351,0.031385,1.564816,-0.099549,,,
733,3.054167,0.122188,1.725853,-0.180615,0.205088,1.494045,0.092447,0.026079,1.542943,-0.099992,,,
734,3.058333,0.122266,1.725792,-0.180640,0.203734,1.493966,0.092532,0.027475,1.539523,-0.098950,,,
735,3.062500,0.122452,1.725722,-0.180555,0.202396,1.493898,0.092607,0.028393,1.536186,-0.099047,,,
736,3.066667,0.122804,1.725646,-0.180282,0.201074,1.493842,0.092672,0.029325,1.532925,-0.099326,,,
737,3.070833,0.123259,1.725568,-0.179888,0.199769,1.493796,0.092728,0.030374,1.529639,-0.099301,,,
738,3.075000,0.123282,1.725554,-0.179830,0.198483,1.493761,0.092775,0.031528,1.526248,-0.098790,,,
739,3.079167,0.123256,1.725610,-0.179667,0.197217,1.493736,0.092814,0.032589,1.522789,-0.098294,,,
740,3.083333,0.123240,1.725606,-0.179501,0.195972,1.493720,0.092845,0.033395,1.519379,-0.098450,,,
741,3.087500,0.123239,1.725537,-0.179352,0.194748,1.493714,0.092867,0.034169,1.516149,-0.098499,,,
742,3.091667,0.123250,1.725492,-0.179254,0.193548,1.493716,0.092883,0.035098,1.512954,-0.097817,,,
743,3.095833,0.123264,1.725487,-0.179191,0.192371,1.493727,0.092892,0.036205,1.509032,-0.097825,,,
744,3.100000,0.123284,1.725472,-0.179117,0.191219,1.493745,0.092894,0.037333,1.504347,-0.099251,,,
745,3.104167,0.123289,1.725471,-0.179021,0.190094,1.493772,0.092890,0.037971,1.501996,-0.097022,,,
746,3.108333,0.123322,1.725480,-0.178950,0.188995,1.493805,0.092881,0.038008,1.503104,-0.089376,,,
747,3.112500,0.123347,1.725461,-0.178863,0.187925,1.493845,0.092866,0.038230,1.504265,-0.082411,,,
748,3.116667,0.123419,1.725579,-0.178860,0.186884,1.493891,0.092847,0.039484,1.500851,-0.083371,,,
749,3.120833,0.123356,1.725435,-0.178662,0.185858,1.493940,0.092825,0.039950,1.498021,-0.083694,,,
750,3.125000,0.123440,1.725548,-0.178658,0.185235,1.494394,0.092638,0.040422,1.495657,-0.082952,,,
751,3.129167,0.123441,1.725534,-0.178527,0.184755,1.494804,0.092685,0.040623,1.493982,-0.083132,,,
752,3.133333,0.123485,1.725501,-0.178145,0.183802,1.495468,0.093060,0.041037,1.491469,-0.083606,,,
753,3.137500,0.123426,1.725366,-0.177990,0.183322,1.495947,0.093022,0.041536,1.488841,-0.084552,,,
754,3.141667,0.123424,1.725364,-0.177863,0.182896,1.496457,0.092960,0.042184,1.486001,-0.086334,,,
755,3.145833,0.123429,1.725331,-0.177746,0.181552,1.497464,0.091928,0.042957,1.482972,-0.088793,,,
756,3.150000,0.123420,1.725315,-0.177471,0.180659,1.500391,0.090728,0.043828,1.479776,-0.091767,,,
757,3.154167,0.123406,1.725293,-0.177352,0.180259,1.500970,0.090575,0.044769,1.476436,-0.095095,,,
758,3.158333,0.123579,1.725119,-0.177312,0.179869,1.501524,0.090405,0.045756,1.472976,-0.098616,,,
759,3.162500,0.123578,1.725100,-0.177184,0.179640,1.503262,0.089885,0.046761,1.469417,-0.102171,,,
760,3.166667,0.123575,1.725075,-0.177077,0.178367,1.504553,0.088793,0.047758,1.465782,-0.105597,,,
761,3.170833,0.123646,1.725166,-0.176998,0.178045,1.505151,0.088525,0.048720,1.462096,-0.108734,,,
762,3.175000,0.124080,1.725085,-0.176517,0.178062,1.505002,0.088738,0.049622,1.458379,-0.111421,,,
763,3.179167,0.124059,1.725053,-0.176373,0.176864,1.506092,0.087424,0.050437,1.454656,-0.113498,,,
764,3.183333,0.124067,1.725022,-0.176247,0.168841,1.511046,0.085746,0.051138,1.450949,-0.114803,,,
765,3.187500,0.124080,1.724971,-0.175800,0.152683,1.520646,0.083718,0.051700,1.447281,-0.115176,,,
766,3.191667,0.123722,1.724971,-0.175360,0.136661,1.530269,0.081908,0.052182,1.443640,-0.115029,,,
767,3.195833,0.123561,1.725050,-0.175045,0.129043,1.535290,0.080882,0.053343,1.439953,-0.113815,,,
768,3.200000,0.123555,1.725016,-0.174906,0.128386,1.536470,0.080437,0.053730,1.436739,-0.113363,,,
769,3.204167,0.123695,1.724787,-0.174690,0.128554,1.537409,0.078725,0.053978,1.434336,-0.113287,,,
770,3.208333,0.123665,1.724757,-0.174532,0.128264,1.538761,0.077366,0.054185,1.430840,-0.111963,,,
771,3.212500,0.123661,1.724737,-0.174386,0.127627,1.540274,0.076315,0.054267,1.428521,-0.111919,,,
772,3.216667,0.123653,1.724691,-0.174238,0.127102,1.541535,0.075220,0.054370,1.426276,-0.111473,,,
773,3.220833,0.123631,1.724649,-0.174094,0.126906,1.542854,0.073889,0.054503,1.424297,-0.110756,,,
774,3.225000,0.123620,1.724613,-0.173938,0.127098,1.544404,0.072213,0.054679,1.421833,-0.109916,,,
775,3.229167,0.123585,1.724599,-0.173597,0.126915,1.545305,0.071348,0.053183,1.405586,-0.069223,,,
776,3.233333,0.123585,1.724535,-0.173140,0.126386,1.546460,0.070306,0.053512,1.402614,-0.069254,,,
777,3.237500,0.123396,1.724177,-0.172987,0.125876,1.547852,0.069014,0.055483,1.397115,-0.072450,,,
778,3.241667,0.123387,1.724142,-0.172819,0.125729,1.549228,0.067646,0.055384,1.394598,-0.070471,,,
779,3.245833,0.123389,1.724094,-0.172645,0.125843,1.550573,0.066171,0.052496,1.394512,-0.064137,,,
780,3.250000,0.123544,1.724386,-0.172490,0.125843,1.551782,0.064791,0.053242,1.391455,-0.063359,,,
781,3.254167,0.123978,1.724276,-0.172006,0.125779,1.552837,0.063341,0.053064,1.388968,-0.063050,,,
782,3.258333,0.123974,1.724235,-0.171835,0.125505,1.553955,0.061590,0.074871,1.394535,-0.078477,,,
783,3.262500,0.123727,1.724123,-0.171460,0.125076,1.555178,0.059614,0.053675,1.383165,-0.061527,,,
784,3.266667,0.123363,1.723872,-0.171041,0.125751,1.556766,0.057470,0.053800,1.380703,-0.060963,,,
785,3.270833,0.123123,1.723554,-0.170783,0.126464,1.558211,0.055573,0.054102,1.377735,-0.059284,,,
786,3.275000,0.123027,1.723680,-0.170713,0.126113,1.559147,0.054089,0.053893,1.374897,-0.058625,,,
787,3.279167,0.122984,1.723516,-0.170213,0.125218,1.559734,0.052709,0.054285,1.372012,-0.057164,,,
788,3.283333,0.123110,1.723275,-0.169974,0.124826,1.560552,0.050897,0.054051,1.370022,-0.055916,,,
789,3.287500,0.123093,1.723235,-0.169805,0.125197,1.561754,0.048729,0.054240,1.367410,-0.054492,,,
790,3.291667,0.123065,1.723194,-0.169646,0.126100,1.563286,0.046585,0.054070,1.364700,-0.053516,,,
791,3.295833,0.123060,1.723151,-0.169485,0.126628,1.564460,0.044473,0.055000,1.359491,-0.052937,,,
792,3.300000,0.123043,1.723107,-0.169285,0.125865,1.564752,0.042546,0.054608,1.359517,-0.051019,,,
793,3.304167,0.123018,1.723060,-0.169046,0.125452,1.565676,0.041382,0.055055,1.355022,-0.050343,,,
794,3.308333,0.123005,1.723015,-0.168828,0.125173,1.566498,0.039529,0.055050,1.352655,-0.048455,,,
795,3.312500,0.123007,1.722972,-0.168641,0.125531,1.567371,0.037218,0.054340,1.352724,-0.046752,,,
796,3.316667,0.123110,1.722815,-0.168396,0.126390,1.568397,0.035140,0.055066,1.348328,-0.045328,,,
797,3.320833,0.123221,1.722657,-0.168157,0.092650,1.588157,0.055557,0.055052,1.345667,-0.044533,,,
798,3.325000,0.123237,1.722612,-0.167981,0.127237,1.570145,0.030891,0.055043,1.344113,-0.042081,,,
799,3.329167,0.123677,1.722461,-0.167467,0.142443,1.562511,0.018956,0.055004,1.341546,-0.041216,,,
800,3.333333,0.123350,1.722444,-0.167040,0.134553,1.567289,0.022150,0.054965,1.339383,-0.039120,,,
801,3.337500,0.123185,1.722469,-0.166740,0.127066,1.571963,0.024975,0.054939,1.337560,-0.037789,,,
802,3.341667,0.123223,1.722438,-0.166547,0.127614,1.572413,0.022450,0.054873,1.335463,-0.035595,,,
803,3.345833,0.123300,1.722309,-0.166337,0.128105,1.572901,0.020347,0.054823,1.333697,-0.034200,,,
804,3.350000,0.123425,1.722142,-0.166174,0.127845,1.573117,0.018273,0.054747,1.331644,-0.031940,,,
805,3.354167,0.123457,1.722065,-0.166022,0.128258,1.573916,0.016038,0.054666,1.329202,-0.030924,,,
806,3.358333,0.123462,1.722023,-0.165839,0.127842,1.573918,0.013937,0.054618,1.327859,-0.028227,,,
807,3.362500,0.123511,1.721944,-0.165588,0.128530,1.574426,0.011798,0.054536,1.325434,-0.027209,,,
808,3.366667,0.123521,1.721890,-0.165300,0.129047,1.574740,0.009660,0.054164,1.324603,-0.024314,,,
809,3.370833,0.123464,1.721882,-0.165057,0.128628,1.574611,0.007562,0.054025,1.322679,-0.022383,,,
810,3.375000,0.123455,1.721834,-0.164811,0.129296,1.574974,0.005436,0.053934,1.320283,-0.020878,,,
811,3.379167,0.123486,1.721760,-0.164617,0.129916,1.574877,0.003303,0.053660,1.318507,-0.018838,,,
812,3.383333,0.123506,1.721698,-0.164477,0.129463,1.574645,0.001207,0.053364,1.316956,-0.016661,,,
813,3.387500,0.123532,1.721623,-0.164348,0.130401,1.574768,-0.001125,0.053206,1.315246,-0.014671,,,
814,3.391667,0.123547,1.721554,-0.164216,0.130024,1.574479,-0.003234,0.053104,1.313555,-0.012730,,,
815,3.395833,0.123997,1.721414,-0.163743,0.130582,1.574214,-0.005373,0.052930,1.311928,-0.010722,,,
816,3.400000,0.124181,1.721174,-0.163710,0.131288,1.574303,-0.007497,0.052816,1.310290,-0.008727,,,
817,3.404167,0.124063,1.721164,-0.163595,0.130879,1.573865,-0.009591,0.052805,1.308569,-0.006790,,,
818,3.408333,0.124180,1.721203,-0.163260,0.131352,1.573713,-0.011703,0.052754,1.306955,-0.004852,,,
819,3.412500,0.124342,1.720939,-0.163043,0.131310,1.572793,-0.013685,0.052530,1.305539,-0.002851,,,
820,3.416667,0.124343,1.720872,-0.162930,0.131784,1.572563,-0.015778,0.052098,1.304395,-0.000761,,,
821,3.420833,0.124299,1.720302,-0.162458,0.132457,1.572437,-0.017887,0.051733,1.303176,0.001364,,,
822,3.425000,0.124174,1.720428,-0.162505,0.132157,1.571554,-0.019964,0.051492,1.301803,0.003487,,,
823,3.429167,0.124165,1.720366,-0.162403,0.132597,1.571174,-0.022047,0.051376,1.300328,0.005626,,,
824,3.433333,0.124184,1.720317,-0.162296,0.133482,1.570371,-0.024030,0.051285,1.298866,0.007729,,,
825,3.437500,0.124192,1.720238,-0.162180,0.133039,1.569582,-0.026055,0.051216,1.297397,0.009810,,,
826,3.441667,0.123659,1.719884,-0.161800,0.133514,1.569076,-0.028111,0.051082,1.295961,0.011899,,,
827,3.445833,0.123659,1.719806,-0.161699,0.134366,1.568121,-0.030043,0.050853,1.294693,0.014160,,,
828,3.450000,0.123681,1.719746,-0.161578,0.133913,1.567177,-0.032048,0.050582,1.293562,0.016599,,,
829,3.454167,0.123628,1.719743,-0.161367,0.134557,1.566005,-0.033973,0.050225,1.292649,0.019291,,,
830,3.458333,0.123613,1.719659,-0.161243,0.134273,1.565081,-0.035928,0.049913,1.291614,0.021822,,,
831,3.462500,0.123606,1.719576,-0.161128,0.134159,1.563536,-0.036895,0.049669,1.290405,0.024135,,,
832,3.466667,0.123646,1.719460,-0.160783,0.134669,1.562490,-0.038812,0.051396,1.301642,0.025021,,,
833,3.470833,0.123647,1.719369,-0.160664,0.134426,1.561089,-0.040630,0.051025,1.300229,0.027409,,,
834,3.475000,0.123509,1.719384,-0.160389,0.134937,1.559939,-0.042548,0.050833,1.299037,0.029781,,,
835,3.479167,0.123813,1.718928,-0.160329,0.135688,1.558623,-0.044622,0.050912,1.298173,0.032128,,,
836,3.483333,0.123818,1.718831,-0.160207,0.134910,1.557033,-0.045765,0.050890,1.297574,0.034447,,,
837,3.487500,0.124259,1.718680,-0.159771,0.135427,1.555719,-0.047628,0.050408,1.296800,0.036771,,,
838,3.491667,0.124254,1.718590,-0.159657,0.136069,1.554230,-0.049518,0.049606,1.295827,0.038993,,,
839,3.495833,0.124264,1.718523,-0.159543,0.136008,1.552828,-0.051460,0.048995,1.294697,0.041123,,,
840,3.500000,0.124437,1.718541,-0.159498,0.136477,1.551414,-0.053209,0.048468,1.293441,0.043225,,,
841,3.504167,0.124429,1.718465,-0.159395,0.137056,1.549824,-0.054952,0.047991,1.292315,0.045444,,,
842,3.508333,0.124442,1.718386,-0.159281,0.138206,1.548703,-0.057027,0.047684,1.291502,0.047869,,,
843,3.512500,0.124421,1.718303,-0.159167,0.137716,1.546815,-0.058702,0.047453,1.290936,0.050398,,,
844,3.516667,0.124398,1.718219,-0.159039,0.137591,1.544859,-0.059482,0.047255,1.290769,0.052965,,,
845,3.520833,0.124389,1.718139,-0.158922,0.138086,1.543423,-0.061171,0.046656,1.290389,0.055009,,,
846,3.525000,0.124320,1.718126,-0.158693,0.138350,1.541517,-0.063065,0.045711,1.289699,0.056605,,,
847,3.529167,0.123823,1.718067,-0.157871,0.138868,1.539914,-0.064668,0.043762,1.288470,0.056891,,,
848,3.533333,0.123784,1.717474,-0.157606,0.138722,1.537833,-0.065347,0.041110,1.286847,0.056259,,,
849,3.537500,0.123492,1.717654,-0.157676,0.139513,1.536313,-0.067260,0.038055,1.284977,0.055096,,,
850,3.541667,0.123632,1.717387,-0.157489,0.139564,1.534319,-0.068797,0.034899,1.283008,0.053794,,,
851,3.545833,0.123603,1.717310,-0.157379,0.139281,1.532292,-0.069396,0.031942,1.281083,0.052742,,,
852,3.550000,0.123384,1.716898,-0.157267,0.140145,1.530432,-0.071145,0.029485,1.279351,0.052331,,,
853,3.554167,0.123363,1.716799,-0.157175,0.139932,1.528197,-0.071698,0.027828,1.277957,0.052948,,,
854,3.558333,0.123527,1.716561,-0.157153,0.116832,1.514594,-0.073544,0.026672,1.276782,0.054211,,,
855,3.562500,0.123515,1.716493,-0.157034,0.117348,1.512466,-0.074962,0.026609,1.276869,0.056407,,,
856,3.566667,0.123481,1.716408,-0.156920,0.117837,1.510592,-0.075364,0.026114,1.276610,0.058463,,,
857,3.570833,0.123446,1.716336,-0.156791,0.117482,1.508105,-0.077056,0.026090,1.276687,0.060577,,,
858,3.575000,0.123391,1.716303,-0.156484,0.118012,1.506235,-0.077416,0.025738,1.276621,0.062753,,,
859,3.579167,0.123532,1.716359,-0.156421,0.117632,1.503469,-0.079072,0.025753,1.276825,0.064891,,,
860,3.583333,0.123332,1.715910,-0.156377,0.118147,1.501762,-0.079406,0.025329,1.276814,0.067033,,,
861,3.587500,0.123294,1.715836,-0.156007,0.117349,1.499171,-0.081092,0.025312,1.277066,0.069137,,,
862,3.591667,0.123696,1.715715,-0.155550,0.118557,1.497425,-0.081376,0.024873,1.277145,0.071267,,,
863,3.595833,0.123666,1.715643,-0.155441,0.118171,1.494731,-0.082999,0.024393,1.277169,0.072849,,,
864,3.600000,0.123522,1.715651,-0.155330,0.118468,1.492417,-0.083600,0.023803,1.277413,0.074926,,,
